"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__BreedTypeInbred","m__est__mean.QTL.add","m__est__BreedTypeInbred:mean.QTL.add","m__se__(Intercept)","m__se__BreedTypeInbred","m__se__mean.QTL.add","m__se__BreedTypeInbred:mean.QTL.add","v__est__(Intercept)","v__est__BreedTypeInbred","v__est__var.QTL.add","v__est__BreedTypeInbred:var.QTL.add","v__se__(Intercept)","v__se__BreedTypeInbred","v__se__var.QTL.add","v__se__BreedTypeInbred:var.QTL.add"
"807","A","2","gpm756c",1677.15,0,1,0,1,0,1,6602.20768430351,-872.31656582372,-18.1589675181461,389.200536770831,530.067930775475,586.86083260161,456.749712422141,494.36869498559,16.2484879713678,-0.0680650139254891,0.273894186899093,-0.351151543078342,0.343843114865322,0.383150774202707,0.251453082185818,0.2843318727557
"808","A","2","npi210",1677.6,1.97494265150113e-13,0.999999999999901,0,1,0,1,6380.47748950734,-672.481105815054,238.886850663743,166.723693571965,516.436061060203,573.424267527849,469.279083721778,505.995870345367,16.2669970897034,-0.0939389860680763,0.273224871337873,-0.345402071155851,0.336991714364107,0.377643135810928,0.257383921900783,0.290635099185951
"809","A","2","chc101b",1678.01,0,1,0,1,0,1,6380.44515433732,-697.121118487083,238.928192073247,210.646697074835,516.432874308991,572.020655884948,469.2771191759,506.537431501902,16.2670001154488,-0.103959727449456,0.273223059101561,-0.338090391732357,0.369579041692175,0.413500224686496,0.282273860052111,0.319390735598169
"810","A","2","mmp137",1678.2,0,1,0,1,0,1,6380.45233091379,-697.133466213689,238.921801505373,210.660311100039,516.434340872606,572.022090505076,469.278947413991,506.539490969781,16.2670057935694,-0.103966086577538,0.273219978312699,-0.338086900510475,0.369358033505598,0.413253079585443,0.282106176929468,0.319201092923852
"811","A","2","AY109645",1679.9,0,1,0,1,0,1,6381.11596692258,-700.424822268852,238.353676762241,214.401145544084,516.437519080843,571.987509282107,469.519069010751,506.843416656923,16.2670096871283,-0.105643154223861,0.273384227912279,-0.33622811081601,0.354539512535189,0.396713896136522,0.270918968451206,0.30656336597267
"812","A","2","IDP633",1682.57,0,1,3.94988530300226e-13,0.999999999999802,1.97494265150113e-13,1,6601.28853911503,-990.87883971376,-17.3072348127807,495.117238114878,530.016805657517,589.618908293897,457.085958950473,493.962692671878,16.2483120000946,-0.076261148071412,0.274234097340467,-0.346087418444635,0.346026881159019,0.387856965985326,0.253236826103974,0.285600231986749
"813","A","2","IDP157",1683.32,-1.97494265150113e-13,1,0,1,0,1,6601.28326591881,-990.626405075312,-17.3022022159311,494.874821151922,530.017271114137,589.62338968165,457.08482496469,493.955009642638,16.2483137573287,-0.0760534656206286,0.274232100440156,-0.346325608866364,0.346109746531908,0.38794399209266,0.253296839147519,0.285663506845202
"814","A","2","IDP785",1685.32,0,1,0,1,0,1,6473.79125346821,-956.779948445525,143.001934379141,468.129598335467,515.954530531907,575.281345534228,486.047644102116,520.852425777449,16.2734414640522,-0.101839031455304,0.280486219642692,-0.372561283515383,0.337414092325216,0.380296067066593,0.265976957093987,0.298644111235994
"815","A","2","umc2085",1685.5,0,1,0,1,0,1,6551.00478340369,-1012.88496991442,47.3890295621964,524.549956814447,522.567474061752,583.059764293036,480.13445260195,515.307090824881,16.2765501859718,-0.090500473962448,0.271574184428509,-0.374325030068267,0.347029957661118,0.390955743281222,0.269318960137314,0.302476184589136
"816","A","2","IDP1674",1687.81,0,1,0,1,0,1,6664.25380236364,-1072.09698465936,-98.1304181061565,621.480268675738,528.378749390506,586.532513382635,474.761154916349,510.151658891041,16.3571786648028,-0.176769399453218,0.203472497346634,-0.295808431208333,0.323184257614081,0.365232905527708,0.254687107872101,0.286558530651696
"817","A","2","npi113b",1689.2,0,1,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,1,6664.06164465779,-1071.71404270547,-97.9044461420142,621.057929323884,528.391819745912,586.540601417776,474.764687552534,510.149454319412,16.3572151261353,-0.176762103863919,0.203442016706377,-0.295817891607004,0.323218444989597,0.365266290887694,0.254715380759295,0.286584739586439
"818","A","2","npi298a",1689.4,0,1,0,1,0,1,6664.07087535011,-1071.72045096467,-97.9169867404117,621.067058357629,528.390883607867,586.539493265201,474.761054547824,510.145788646422,16.357220993211,-0.176769540172722,0.203436567985677,-0.295810400138037,0.323215606891372,0.365263252972989,0.254712352545722,0.286581489087048
"819","A","2","umc1633",1689.6,0,1,-1.97494265150113e-13,1,-1.97494265150113e-13,1,6664.1055417435,-1075.58925427673,-97.9600718643098,624.917206432416,528.391398606034,586.617470740396,474.757986863211,510.20617519749,16.3572352726966,-0.177338506936407,0.203423715937855,-0.295428602940655,0.323487525855288,0.365655948599542,0.254926851373734,0.28688565016736
"820","A","2","AY109575",1693.8,0,1,0,1,0,1,6664.95522092109,-1037.72591747315,-99.032720595745,593.239984809739,528.496768634152,586.400986328399,475.207045205366,510.641975169402,16.356927131999,-0.16305922328145,0.20379912907962,-0.31312256365059,0.344368901313732,0.388406072632147,0.271549426115447,0.305763148035326
"821","A","2","IDP469",1694.36,0,1,-1.97494265150113e-13,1,-1.97494265150113e-13,1,6931.95814791621,-956.844709886088,-435.016445089889,513.778886153031,502.844084229766,559.652689296821,490.622476395406,526.861400175024,16.2293055492435,-0.020435156799948,0.315711494912853,-0.429940071041915,0.329899825378689,0.368117665878303,0.262115527767489,0.29573335547815
"822","A","2","IDP176",1702.94,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,0.999999999999901,0,1,6932.65131646734,-1046.02424695771,-435.750417711708,630.968489217639,502.321149269898,558.820414574212,490.161546555873,526.467437389135,16.2285205911179,-0.0454547387735939,0.316294188583474,-0.391174803289516,0.34897552583459,0.390162107704376,0.277137934821493,0.312000892018281
"823","A","2","mmp34",1703.6,0,1,0,1,0,1,7029.43095497776,-1142.87230838589,-518.273238522954,713.594736144583,506.152096527463,562.293968513303,467.639996088684,505.627173025954,16.2265649099422,-0.043543270325773,0.296716783449968,-0.371535556907668,0.350442199655439,0.390957111694714,0.267703423228446,0.30323554651685
"824","A","2","mmp138",1707,0,1,0,1,0,1,7030.00977249199,-1079.04167384502,-518.895831158524,624.340239862984,506.086830920891,562.696095287513,467.505099880256,505.572658542774,16.2265182494381,-0.0514791666276305,0.296667945223704,-0.354373098336021,0.328202516169418,0.366752538904876,0.250669421598789,0.283589930527026
"825","A","2","gpm235a",1707.08,0,1,1.97494265150113e-13,0.999999999999901,0,1,7030.00885224587,-1079.08380935031,-518.913605416528,624.408307781131,506.087875262129,562.673968062123,467.515109404173,505.533143000361,16.2265297739259,-0.0514515898374348,0.296667741023101,-0.354429461136558,0.328187183672726,0.366717468855577,0.250663703312132,0.283542206063718
"826","A","2","psr119b",1707.1,0,1,0,1,0,1,7030.00640612394,-1079.08180430292,-518.911831331864,624.407250336514,506.08775696761,562.673823829619,467.516136363397,505.534220783938,16.2265289565791,-0.05145161688639,0.296669149198341,-0.35442977135403,0.328187092167935,0.366717362195952,0.250664097511208,0.283542620405944
"827","A","2","gpm728b",1708.17,0,1,0,1,0,1,7009.02082785219,-1072.47244248921,-510.230154773689,635.354960880246,509.241986002885,565.661109479021,479.532825434745,517.521854266129,16.2405577818125,-0.0664780130647745,0.294906211437941,-0.352144524146827,0.331846035282032,0.371060362856999,0.259563042096956,0.292937856726348
"828","A","2","mmc0381",1713.5,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,1,6494.14791321918,-708.403113623004,124.394098613151,184.914851865866,527.911653889553,583.922111464357,487.156955752859,523.64000292232,16.412109069041,-0.240355335078533,0.159800540217598,-0.221347380369444,0.333440957692829,0.377904894276718,0.27645684877961,0.310720235829559
"829","A","2","gpm123",1713.89,0,1,0,1,0,1,6359.70315114327,-534.155301087945,270.370319300159,-20.8601675579016,554.007603458833,609.468569756964,463.974899838308,501.625260454238,16.4250806094952,-0.2415714669711,0.125287387989334,-0.195810790758283,0.355362491997712,0.400137800972513,0.27561761948025,0.310816683105643
"830","A","2","bnlg1746",1714.7,0,1,0,1,0,1,6359.64094871569,-535.856128100666,270.435873140883,-19.543222130558,554.019452553047,609.635855227566,463.978977161516,501.471064929057,16.4250910721393,-0.239621437918012,0.12527063102382,-0.198260009280052,0.355060834658257,0.399835163641011,0.275383526926975,0.310426398795635
"831","A","2","gpm807",1715.03,0,1,0,1,0,1,6245.08547238045,-501.640316516532,430.673650356638,-73.5068652395952,547.599630998791,603.51660163739,477.326354208185,513.490915195916,16.4247044657761,-0.226931281902717,0.124352610741328,-0.224691508133801,0.342904850980021,0.386427273157966,0.276637871872046,0.310376199048499
"832","A","2","isu115",1716.3,-1.97494265150113e-13,1,-1.97494265150113e-13,1,-1.97494265150113e-13,1,6245.04543555027,-619.283099419662,430.723006918793,56.6430446551259,547.574099715368,603.050808875193,477.291322488832,512.848719800997,16.4246707182545,-0.25375917680823,0.124386970130432,-0.200111758150935,0.348693567401536,0.393727161629866,0.281295079369834,0.314985346034086
"833","A","2","isu91b",1716.5,0,1,0,1,0,1,6245.07553744065,-619.314898830025,430.678290462762,56.6900319815612,547.577189738436,603.053593896517,477.290429916884,512.847953837542,16.4246712531415,-0.253760411270774,0.124387323010086,-0.20011143188753,0.348660592345992,0.39368946774105,0.281266661613407,0.314953637554305
"834","A","2","bnlg1940",1718.7,0,1,0,1,0,1,6072.66262271267,-357.418232670247,601.87977529039,-220.327215549965,587.323724922549,638.78426641666,473.822727041711,512.002705452402,16.4836609284401,-0.337729254847737,0.0419794243203611,-0.0734092037923347,0.339999372842903,0.381175226070584,0.268048489763039,0.300340190162912
"835","A","2","gpm574b",1718.71,0,1,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,1,6091.35106964099,-312.662195911046,555.627374821617,-254.291028611961,593.706844168319,643.830566228155,457.964648433695,496.264296676653,16.4968355107863,-0.36152817362219,0.028331108528922,-0.0407893457176926,0.343928804276891,0.384948819117564,0.261197907726628,0.293418873463698
"836","A","2","IDP1450",1719.09,0,1,0,1,0,1,6217.18340143648,-433.780311608361,394.306490350364,-98.8547803807727,600.047891780601,649.59942804621,448.455882757023,487.378968648538,16.4965012276355,-0.361997827784912,0.0370364427606394,-0.0481506848100221,0.369708059006448,0.412849027450488,0.270828940286046,0.305719570476147
"837","A","2","psr144a",1720.6,0,1,-1.97494265150113e-13,1,0,1,6217.04422493728,-521.914642447824,394.417357820152,-6.38752877140264,600.048167713055,646.462570614412,448.436145711342,487.844488266849,16.4964496786411,-0.454240056419029,0.037080936502962,0.0475067097823307,0.351648563839533,0.39363847221911,0.257581522041795,0.290552343190102
"838","A","2","psr144c",1722.2,1.97494265150113e-13,0.999999999999901,0,1,1.97494265150113e-13,1,6203.12898903147,-507.252848284579,411.22445398494,-23.2502650770785,600.118353610923,646.458578995136,450.157170659652,489.595501286689,16.4970050608599,-0.45627122098839,0.0358006847347434,0.0505819447664633,0.347586045280361,0.389101077970084,0.255749106023685,0.288340647117587
"839","A","2","gpm16",1724.32,0,1,1.97494265150113e-13,0.999999999999901,0,1,6328.52163941007,-546.070795921628,277.105079642828,37.5998411689012,608.783864394725,655.44845461704,461.428688478887,501.149894827045,16.5072205888145,-0.389786639140768,0.0318013306099456,-0.0229276505419044,0.373155716672254,0.414732215156952,0.278087016890535,0.31358785174487
"840","A","2","gpm922f",1730.59,0,1,0,1,0,1,5736.77142233766,34.9056677325067,1170.10223565898,-831.670225022529,530.215330414051,582.013361407729,473.611812312427,512.82127594332,16.4008353891793,-0.287443209602796,0.0806877863690241,-0.06806926097295,0.319448235950463,0.360545611276564,0.271014523990608,0.303187758391443
"841","A","2","IDP2565",1730.98,1.97494265150113e-13,0.999999999999901,0,1,0,1,5641.81205216393,61.7760010616058,1218.51453910384,-816.502503172901,539.974090140321,592.227075339318,443.446099053871,483.397508183215,16.42232221289,-0.315603648095775,0.0304112498383337,-0.016382571787504,0.326415670860455,0.369037356885056,0.263102918146009,0.295753011541942
"842","A","2","umc49a",1732.6,0,1,0,1,0,1,5630.1061823725,71.9084160554328,1225.75432892516,-823.64831799911,540.397234458368,592.699793768945,439.687718026935,479.923972481533,16.4236754197572,-0.318453627959976,0.02531390979382,-0.0095528807499526,0.332693604330015,0.376256664952328,0.266501286580258,0.299914342859006
"843","A","2","IDP193",1732.64,0,1,0,1,0,1,5630.09646369194,8.78232508784026,1225.76583792478,-759.5241569891,540.400277151624,593.510015597307,439.693859551297,479.446971088418,16.4236756360754,-0.322842776552817,0.0253148585748763,-0.0112510397577463,0.318995600467334,0.361577071317826,0.255530655131669,0.287394165071502
"844","A","2","IDP143",1734.77,0,1,0,1,1.97494265150113e-13,1,5630.24770241323,1.65194002191586,1225.77988823316,-753.09124077278,540.376782241782,593.541010164321,439.792906203424,479.226953945349,16.423585793237,-0.32208923890188,0.0254747437429369,-0.0131226867896529,0.321345218208157,0.364255396726154,0.257457075673257,0.289342019348639
"845","A","2","gpm487",1740.85,0,1,0,1,0,1,5720.57777473689,-66.3152236797268,1008.55753410036,-560.422380164056,590.238466946641,637.748926039433,433.142215025094,474.260954820119,16.533864086239,-0.467378314983826,-0.0721942644867183,0.127609554927214,0.329368696504297,0.370766264259732,0.251559784958822,0.283990774712
"846","A","2","umc1256",1741.8,0,1,0,1,0,1,5708.08333484024,-175.997901445415,938.07132462635,-384.140153033162,608.69382184883,655.458389323451,434.490583390426,474.092797095597,16.5251227383526,-0.495351925791782,-0.0463384060521372,0.124727774943069,0.324824905085491,0.364872057707778,0.237527501015773,0.267957472103877
"847","A","2","umc1252",1742,0,1,0,1,0,1,5708.08485593764,-176.006263673727,938.068814774526,-384.1458896999,608.693677702431,655.460086835148,434.490239863292,474.092155603471,16.5251222562852,-0.495335822117427,-0.0463376041637768,0.124709721910739,0.324826783081335,0.364875113066588,0.237528650975586,0.267958772183996
"848","A","2","AY109592",1742.7,0,1,0,1,0,1,5696.35925680205,-42.3233910366331,958.04516502126,-522.41257902865,607.125756446769,654.896469634827,437.473439005062,478.023172193785,16.5203326027065,-0.445659027893274,-0.043076386778818,0.0891836314635666,0.324974403560117,0.364104510576899,0.2394614954099,0.270363350782632
"849","A","2","gpm365a",1747.28,0,1,0,1,0,1,5905.34623699595,-209.932538406953,877.098432656729,-459.101364000748,544.386157892154,594.101664092744,457.309590284296,498.107523440292,16.4383840488335,-0.377792274235651,0.0676599829703115,0.00074809784101795,0.308712826390953,0.349059778075306,0.248608726962228,0.280420415746773
"850","A","2","gpm858d",1772.97,0,1,1.97494265150113e-13,0.999999999999901,0,1,6068.14408557378,-468.726021500002,829.507285728241,-256.917164018376,538.433128741948,582.720808842249,464.061103954259,506.449673819048,16.5365366981022,-0.564629179120295,-0.0567732132608167,0.216131086911343,0.302145390939202,0.344593980520968,0.270598920556366,0.302842023351641
"851","A","2","IDP610",1774.42,-1.97494265150113e-13,1,0,1,-1.97494265150113e-13,1,6068.14933007823,-539.000002018445,829.502465167006,-176.965127645893,538.432519516824,582.290194126806,464.062496974826,505.166168444236,16.5365358629735,-0.581854647006956,-0.0567710297361187,0.221453969711557,0.306909899476135,0.350352666097743,0.274866693903576,0.30700776458611
"852","A","2","gpm346c",1774.56,0,1,0,1,0,1,6068.14615737383,-538.990960315571,829.504726088013,-176.974880936352,538.432820333061,582.290608734284,464.06035483756,505.164425412277,16.5365369804552,-0.58185459692962,-0.0567735353581019,0.221456703893999,0.306904038356206,0.350346044070394,0.274860514337634,0.307001195142192
"853","A","2","IDP114",1775.91,0,1,0,1,0,1,6068.31110770967,-561.939034982831,829.390000022117,-159.116791984617,538.416907503359,582.579701779326,464.173908926075,504.027449397395,16.5364776428428,-0.57874883978851,-0.0566412935012025,0.211431349658692,0.311839506809985,0.356183594045625,0.279330877115433,0.311351292765693
"854","A","2","gpm717a",1783.87,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,1,5934.20209619896,-304.908711438896,1152.70397098158,-596.014832140367,512.693464637016,560.281981287778,480.818229971011,522.958413525566,16.4762880102264,-0.458398767685998,-0.011694638904587,0.126175207166041,0.299672180926443,0.342569459930115,0.283379259505416,0.316236775819721
"855","A","2","gpm466b",1784.29,0,1,-1.97494265150113e-13,1,0,1,5979.23098969352,-291.098441469964,1024.95629347315,-531.994851196683,518.938787446621,565.281131787871,479.816267856615,523.469469411459,16.4824542522949,-0.460651396715839,0.00202883423460972,0.119284662389165,0.307857880933893,0.350370196228448,0.284245484825931,0.318739689037413
"856","A","2","gpm383c",1786.85,0,1,0,1,0,1,5947.30290373758,-213.528319621083,1067.84813585567,-644.635409731131,515.986154047566,562.583369817706,476.086291641383,519.704630969239,16.4700598484454,-0.44961167282038,0.0120904057713861,0.116870334724934,0.308759568326842,0.351423268425936,0.282470067108286,0.316719641644926
"857","A","2","bnlg469b",1791.2,0,1,0,1,0,1,5848.2147739361,-102.993265347187,1135.00468257686,-752.568798732845,527.692804214817,575.028188409253,457.236981506687,500.542513327568,16.4771715264181,-0.453448928547823,-0.018831727641139,0.140359475990142,0.304891546702554,0.346908621441992,0.267543676403758,0.300341595846795
"858","A","2","bnlg1893",1795.9,0,1,0,1,0,1,5823.39259958239,-63.5992576551335,946.169488482557,-629.999187744611,573.630750594163,620.191826524212,439.484897747531,480.664199598823,16.5215136416802,-0.516164932582198,-0.0480813170137979,0.176942595717518,0.34235721626013,0.387782734250538,0.269787856684211,0.303585826393165
"859","A","2","IDP171",1800.58,0,1,0,1,0,1,5663.12913201248,49.6929155799327,998.80137895311,-661.960649082151,607.899159080395,655.375688419173,435.77570599656,475.917396956634,16.5278313215294,-0.528458349141979,-0.0574696778576365,0.179814753044857,0.34114146527886,0.385205952034865,0.251975361469916,0.283812950476227
"860","A","2","umc36a",1802.2,0,1,0,1,0,1,5537.37872780337,280.85008169303,995.598004361932,-778.395275102081,684.719411990367,728.711344027434,441.926977099999,482.135650401936,16.6372762555618,-0.645396875658727,-0.16345054504761,0.294732207838485,0.388376906417638,0.434586105930824,0.268917372553159,0.303444369441682
"861","A","2","gpm281a",1806.55,0,1,0,1,0,1,5607.46493023171,229.789989851288,918.462521344102,-723.18457611586,685.318450833759,730.440392783011,445.106307604654,484.087198382315,16.623876091506,-0.608118399132056,-0.136596549318961,0.245598772795693,0.394409978538246,0.440865260202745,0.271672278179913,0.305664264695409
"862","A","2","gpm619",1810.76,0,1,0,1,0,1,5571.0005886108,275.679365900649,813.520008129946,-644.084424455997,837.71570349296,879.490473188545,485.00941257037,520.516529559536,16.817571428632,-0.781568757926644,-0.286363422079748,0.370219749190401,0.444095380717102,0.491186504221298,0.281242696172901,0.315184519970632
"863","A","2","IDP661",1816.2,0,1,0,1,0,1,5573.16487417989,315.881554299269,812.075477933273,-683.51454833878,837.644284608359,879.17537650863,485.14171603126,520.648208241661,16.8173742982196,-0.80934339433621,-0.286138403184931,0.393221072955616,0.431352478303095,0.478030708585455,0.273249068198448,0.30640217961768
"864","A","2","AY110389",1822.9,0,1,0,1,0,1,5668.89131606815,-1.28071741632361,622.527189800722,-318.652232995347,1067.68433163619,1104.83889401836,587.543743482592,618.930436078117,16.943887868358,-0.957313099773775,-0.31322842926511,0.424995131835422,0.525911387511523,0.571432655962624,0.309230755455868,0.342004220096529
"865","A","2","IDP1944",1826.25,0,1,0,1,0,1,5657.59692226469,65.186856551057,637.831280537859,-376.575547764704,1037.66500296611,1075.36591492522,569.393288055159,600.145415733048,16.9228950811285,-0.88641501828621,-0.303939988917025,0.378471173094047,0.52057114352716,0.56536874093708,0.305237151860693,0.337310748369376
"866","A","2","gpm325c",1829.7,0,1,0,1,0,1,5656.4738991586,63.3048396953016,638.526690218892,-374.921059571906,1037.72189976818,1075.39167217016,569.373157941575,600.089556101514,16.9229711756874,-0.887640238202834,-0.303998586774671,0.37927720902684,0.500001375345036,0.543040944565638,0.293153313722647,0.323937193161312
"867","A","2","gpm442a",1829.98,0,1,-1.97494265150113e-13,1,0,1,5656.53052014861,58.7470864089513,638.487768993217,-370.816877236214,1037.70784310446,1075.41206535646,569.360624788188,600.13362999639,16.9229818990614,-0.886499737197811,-0.304008085574253,0.378262046450461,0.493856143634754,0.536359370921859,0.289548836473296,0.320004529360545
"868","A","2","umc2184",1833.5,0,1,0,1,0,1,5652.72115421093,1.75294030975428,637.641098955914,-312.902394946532,1053.00669913961,1089.66350180251,577.596105476568,608.089991246552,16.9353566684364,-0.895306259546916,-0.311276327874387,0.381253153512812,0.50560193658007,0.547414846256682,0.296494929283438,0.327093030776985
"869","A","2","mmp183",1835.7,0,1,0,1,0,1,6032.72635962606,-359.702651623081,375.01695187444,-64.3883547907052,1119.16076549901,1152.76445306159,606.014597628796,634.974119501475,17.0497856496421,-1.029798269071,-0.397068617252904,0.484477724249404,0.555159208946983,0.600121835101591,0.325487436798178,0.35858997280017
"870","A","2","gpm926i",1840.56,0,1,0,1,0,1,6331.64889781421,-342.853117746604,187.445896727949,-146.658928225206,941.539174917532,981.271764948076,530.671169433219,565.941711627609,16.8965852429019,-0.785445023099879,-0.293102638273119,0.314326251596118,0.520129013560677,0.567021921662341,0.316739873817132,0.354440282262269
"871","A","2","bnl17.14",1843.6,0,1,0,1,0,1,6321.87648889695,-313.703146414188,194.910003307949,-173.266624454342,943.368425604194,984.415726505346,531.856606332339,566.286647866388,16.8958563824127,-0.76340155910173,-0.291623366014365,0.29269359453556,0.489108079924996,0.533555996179329,0.297781648048121,0.332222289423836
"872","A","2","lim104",1847.6,0,1,0,1,0,1,6332.30252059032,-270.839114387385,186.716762112167,-215.369647360517,942.121157621915,981.577930738844,530.425356067831,563.483614259506,16.8973080660276,-0.76349035382043,-0.293394852002487,0.293154596770578,0.488673453750315,0.531527372264555,0.297284991303636,0.330473298956893
"873","A","2","chr106b",1849.2,0,1,0,1,0,1,6331.99268780967,-194.987384447273,187.508061629789,-291.001254604912,936.732534151316,974.839263630271,527.674668422223,560.647198216791,16.8924480033698,-0.765957869685184,-0.289826361116052,0.295783612874841,0.492072477313938,0.534201492947936,0.29939377255382,0.332883675752024
"874","A","2","nfa103b",1849.21,0,1,0,1,0,1,6331.99194863036,-194.986321731097,187.508637868305,-291.00213272181,936.73276618987,974.839507623052,527.674830858332,560.647378092127,16.892447968457,-0.765957857236714,-0.289826235867584,0.295783503703634,0.492072687455,0.534201714422402,0.299393903380069,0.332883823852443
"875","A","2","ufg55",1852.11,0,1,0,1,0,1,6722.26933840758,-623.728077433504,-107.655964035538,34.3020211568588,865.91065862639,903.01589556036,500.069671716486,535.055748506755,16.8484202849885,-0.724413528399525,-0.268567205145408,0.278459111943434,0.452118783321372,0.49125555826308,0.283387505029485,0.316956272419912
"876","A","2","AY109586",1854.21,0,1,0,1,0,1,6719.67604924733,-699.671453180072,-105.683536733271,117.713201853335,866.871692511641,905.079369673945,500.938820006216,535.922121671434,16.8489142966224,-0.720758019314135,-0.268999290888155,0.274793361009403,0.451616999570117,0.491639264413307,0.283247061181909,0.316751476324416
"877","A","2","umc1696",1857.41,0,1,0,1,0,1,6810.49676284928,-875.459790671694,-187.77307602393,295.122763824108,788.962823807908,828.778046747975,476.013694203047,513.204853181939,16.7559965947012,-0.638376336484148,-0.19604734098048,0.212512246072532,0.4458966794855,0.48754749348621,0.288423559262599,0.324029241662718
"878","A","2","AY106674",1866.13,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,1,6852.23520314139,-817.763422615131,-227.531746913778,224.26490849743,765.11043204177,809.834828320918,470.371241710352,507.451807437745,16.7227864477472,-0.573652526317594,-0.168783468162446,0.152508633812284,0.443289094654149,0.488240293134634,0.290208956416799,0.325790597915881
"879","A","2","AY111236",1866.41,-1.97494265150113e-13,1,0,1,-1.97494265150113e-13,1,6769.1055588496,-800.296650708819,-160.803800821142,225.573769036441,763.154268368054,808.741070546885,478.487551719929,516.400976227716,16.7152694792882,-0.573585436786196,-0.16262939383703,0.15385173776982,0.430507969675548,0.475015194135156,0.286690479529382,0.321861737590127
"880","A","3","gpm257n",1870,0,1,0,1,0,1,7391.89787229937,-1146.75546095506,-1106.36995531742,830.944603145755,579.88089218443,626.038045135003,474.589772256234,519.021515448982,16.5539881112271,-0.523032854870676,-0.105885993602208,0.222344356396406,0.31600238479364,0.357001274570217,0.27466524712321,0.307380595677813
"881","A","3","IDP125",1870.7,0,1,0,1,0,1,7176.4897997729,-847.231987994645,-875.499020751352,462.195327582446,533.965434863025,580.257986278725,466.037742585894,508.270878647128,16.4813986464924,-0.438780142999156,0.0213258736023627,0.0772008250017502,0.308709696922011,0.349306987758942,0.265631705595559,0.298785572057265
"882","A","3","gpm916d",1870.9,0,1,0,1,0,1,7176.50628403071,-846.042523240502,-875.522436229961,456.01595445187,533.963104025464,579.490624257462,466.037407182298,508.04550479141,16.4813905239231,-0.444020097814901,0.0213338454220363,0.0839607149893945,0.306740407327089,0.346654331165779,0.263936755706547,0.296574366281522
"883","A","3","umc2118",1871,0,1,0,1,0,1,7176.49544465603,-845.836666557354,-875.512733644984,455.830579827342,533.962487247639,579.493265071409,466.048323695764,508.034825983429,16.4813816558652,-0.44394532129088,0.0213506385495923,0.0838090613977841,0.306617596470417,0.346515564732181,0.263834653893151,0.296445527466502
"884","A","3","umc1931",1875.6,0,1,0,1,0,1,7176.548113317,-845.764484223424,-875.710844828429,455.886217217162,533.955300123449,579.486982037784,466.100134523143,508.071139501515,16.481369432242,-0.443894127877477,0.0213552920384908,0.0837280965658438,0.306527698528701,0.346413449803962,0.263789785734397,0.296381017250766
"885","A","3","umc1746",1877.1,0,1,0,1,0,1,7176.46829894132,-845.64989276781,-875.446246952377,455.587816082091,533.976332805023,579.507936637796,466.042806359074,508.017175801001,16.4814145829784,-0.443924009312876,0.021311909347587,0.0837456369986484,0.306527889269691,0.346413132638882,0.263754355148471,0.296347987160181
"886","A","3","gpm257s",1878.5,0,1,0,1,0,1,7176.33135795967,-855.075854626554,-875.481450611069,493.795350854297,533.950078409194,582.311457274515,466.317842007586,506.979516468308,16.4811945636366,-0.423367849321756,0.0216953641168065,0.0568321632372057,0.317961041638483,0.361004558560061,0.273698271471721,0.307099701834815
"887","A","3","umc1780",1881.2,0,1,0,1,0,1,6841.07608232683,-571.82582042177,-364.849829162775,43.8907509062507,569.705349100318,614.686698959758,455.651962059545,497.257432811217,16.5911809766586,-0.526071998696249,-0.0863625066727984,0.162316142713482,0.331556792443369,0.374787930132349,0.279990730212294,0.314630367215795
"888","A","3","AY106313",1881.4,0,1,0,1,0,1,6841.06443358583,-571.814579861505,-364.835270983828,43.8767187900614,569.705190823288,614.68654769938,455.654483801763,497.259721671956,16.5911807279178,-0.526071583529409,-0.0863615811828604,0.162315038490936,0.331562225035321,0.374794074353885,0.279996716967657,0.314636762598214
"889","A","3","bnl8.15",1881.41,0,1,0,1,0,1,6841.06603290553,-571.816267728227,-364.837447077918,43.8789989887288,569.705234332221,614.686596160091,455.654308891261,497.259590994519,16.5911808794559,-0.526071789035114,-0.0863619360718241,0.1623154825303,0.331562181657742,0.374794034428318,0.279996615339984,0.314636686344479
"890","A","3","IDP703",1883.43,0,1,0,1,0,1,6835.42555442453,-566.857918663799,-357.259136769717,37.0743034751017,570.166887560473,615.126339693532,456.162766754292,497.767055489199,16.5925879987105,-0.527281891627735,-0.0882042674828909,0.164032659321129,0.340090776808032,0.38442741075742,0.287588290192352,0.323103756922901
"891","A","3","IDP394",1890.52,0,1,0,1,0,1,7106.26674706739,-1207.25819967917,-911.591114887432,1126.43481504205,536.979765664037,577.852882793491,456.940553863084,507.000929521125,16.5680230725438,-0.564791903356438,-0.13817477553085,0.319832085612507,0.330629552975975,0.373763335858716,0.3092765142449,0.346905779176292
